Restaurant Name,Ratings,Address,Contact Number
Shagun Pure Vegetarian Rest..,3.8,"F1/13-14, DDA Market, Sultanpuri, Delhi - 110086, Opp. Bank Of Baroda","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-wx,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-wx,mobilesv icon-ts"
Jai Shri Krishna,3.9,"Shop No.-09, Main IGNOU Road, Saiyad Ul Ajaib, Delhi - 110030, Opposite Anupam Appartment.","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-wx,mobilesv icon-yz,mobilesv icon-vu,mobilesv icon-lk,mobilesv icon-yz,mobilesv icon-vu,mobilesv icon-rq,mobilesv icon-yz,mobilesv icon-ji"
SGF - Spice Grill Flame,3.7,"Shop Number 54, Gurgaon Sector 31, Gurgaon - 122001, Near Bank Of Baroda, Huda Main Market","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-rq,mobilesv icon-po,mobilesv icon-rq,mobilesv icon-ji,mobilesv icon-po,mobilesv icon-po"
Raj Shahi Restaurant,3.8,"Old Railway Road, Laxman Vihar, Gurgaon - 122006, Opp Sneh Hospital, Sector 3A, Gurugram","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-nm,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-rq"
Shiv Shankar Restaurant,4.2,"Shop Number-115, Paschim Vihar, Delhi - 110063, Near A 6 Block,LSC DDA Market","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-nm,mobilesv icon-acb,mobilesv icon-ts,mobilesv icon-wx,mobilesv icon-lk,mobilesv icon-ts,mobilesv icon-nm,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-vu"
Wah Ji Wah Restaurant,3.7,"Shop No.4, Village Dundahera, Old Delhi Gurgaon Road, Gurgaon Sector 21, Gurgaon - 122016, Village Dundahera","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-po,mobilesv icon-acb,mobilesv icon-ji,mobilesv icon-ts,mobilesv icon-nm"
Rasoi A Family Restaurant,3.6,"Plot No-15, Shop Number-1, Extension 1,Budh Bazar Road, Shalimar Garden, Sahibabad - 201005, Near Gate No-8","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-nm,mobilesv icon-yz,mobilesv icon-lk,mobilesv icon-wx,mobilesv icon-yz,mobilesv icon-nm,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ts"
Aashirwad Fine Dining Resta..,3.7,"E-10, Ground Floor, Main 100 Feet Road, Jyoti Nagar West, Delhi - 110032","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-nm,mobilesv icon-lk,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-vu,mobilesv icon-wx,mobilesv icon-po"
THE Veggie BITES,4.2,"B-304, Saraswati Vihar, Outer Ring Road, Pitampura, Delhi - 110034, Near C-Block Bus Stand","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-lk,mobilesv icon-vu,mobilesv icon-nm,mobilesv icon-nm,mobilesv icon-lk,mobilesv icon-acb,mobilesv icon-vu,mobilesv icon-lk,mobilesv icon-acb,mobilesv icon-vu"
Moms Kitchen,3.4,"U 8/43, DLF City Phase 3, Gurgaon - 122010, Metro Station Gate No. 2","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-po,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-nm,mobilesv icon-rq,mobilesv icon-po"
Sultanat Pure Veg Lounge & ..,3.8,"31 B C, Ground Floor, Aditya Mega Mall, Karkardooma, Delhi - 110092, Near Crossriver Mall","mobilesv icon-acb,mobilesv icon-nm,mobilesv icon-ji,mobilesv icon-ts,mobilesv icon-nm,mobilesv icon-wx,mobilesv icon-yz,mobilesv icon-lk,mobilesv icon-vu,mobilesv icon-rq,mobilesv icon-ji"
Bhai Sweets Restaurant,3.7,"Scf-46, Faridabad Sector 3, Faridabad - 121004, Near Huda Market","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ji,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-acb,mobilesv icon-ts,mobilesv icon-ji,mobilesv icon-rq,mobilesv icon-acb"
Moti Mahal Delux Tandoori T..,4.1,"1644 C, Thana Road, Najafgarh, Delhi - 110043","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-po,mobilesv icon-rq,mobilesv icon-ts,mobilesv icon-nm,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-rq"
Hum Sabki Rasoi,3.9,"S-1/68, Tilak Nagar, Delhi - 110018, Near Old Mahavir Nagar, Near JMD Auto","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-po,mobilesv icon-rq,mobilesv icon-rq,mobilesv icon-lk,mobilesv icon-vu,mobilesv icon-wx,mobilesv icon-yz,mobilesv icon-lk"
Rasoi Deliver,3.7,"Shop Number K- 4, Indirapuram, Ghaziabad - 201014, Near Windsor Street Market & SPS Complex","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-wx,mobilesv icon-rq,mobilesv icon-wx,mobilesv icon-yz,mobilesv icon-po"
Apna Dhaba,4.1,"BE-335 A, Main Road, Hari Nagar, Delhi - 110064, Opposite Vikrant Enclave","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-rq,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-yz,mobilesv icon-vu,mobilesv icon-ts"
Bikaners Sweets Snacks And ..,3.5,"Shop No-25,26,27,Arcade-A, Princely Estate, Noida Sector 76, Noida - 201304, Opposite Silicon City Gate No -2","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-nm,mobilesv icon-acb,mobilesv icon-po,mobilesv icon-rq,mobilesv icon-acb,mobilesv icon-wx,mobilesv icon-rq,mobilesv icon-acb,mobilesv icon-vu,mobilesv icon-wx"
Hari Om Bhojnalaya,4.0,"30/9, Main Road, Karawal Nagar, Delhi - 110094, Near Mangal Bazar & Gola Factory, Prem Nagar","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-acb,mobilesv icon-vu,mobilesv icon-acb,mobilesv icon-nm,mobilesv icon-vu,mobilesv icon-po,mobilesv icon-acb"
Amritsari Express,3.8,"Shop Number 28, Road Number 44, Rani Bagh, Delhi - 110034, Opposite Chunmun Mall","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-lk,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-ji,mobilesv icon-acb,mobilesv icon-wx,mobilesv icon-vu"
Moti Mahal Delux,3.9,"157, Ground Floor, Kapil Vihar, Pitampura, Delhi - 110034, Oppoiste  Metro Pillar No","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-vu,mobilesv icon-vu,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-nm,mobilesv icon-ts,mobilesv icon-yz"
Veer ji Malai Chaap Wale,3.9,"Shop 3, Plot 5, Local Shopping Complex, Rishabh Vihar, Karkardooma, Karkardooma, Karkardooma, Delhi - 110092, Near Karkardooma Court","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-acb,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-nm,mobilesv icon-vu"
Cross Town Restaurant,4.0,"Plot No-188, G T Road, Achheja, Noida - 203207, Near Hero Motors","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-rq,mobilesv icon-wx,mobilesv icon-yz,mobilesv icon-vu,mobilesv icon-wx,mobilesv icon-lk,mobilesv icon-acb"
The Kulchas,4.2,"Plot Number A 71,  Shop Number 1, Kalkaji, Delhi - 110019, Opposite HDFC Bank, Double Story","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-nm,mobilesv icon-vu,mobilesv icon-acb,mobilesv icon-vu,mobilesv icon-rq,mobilesv icon-yz,mobilesv icon-ts,mobilesv icon-nm,mobilesv icon-ts,mobilesv icon-nm"
Gurdasmaan Punjabi Khana & ..,4.0,"Shope No-D-1/17, Rohini Sector 15, Delhi - 110089, Near Manav Chowk","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-wx,mobilesv icon-rq,mobilesv icon-rq,mobilesv icon-ji"
Aam Aadmi Ke Pakwaan,3.8,"No 21 Ub, Momos Point Gali, Kamla Nagar, Delhi - 110007, Near Jawahar Nagar","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-lk,mobilesv icon-yz,mobilesv icon-po,mobilesv icon-lk,mobilesv icon-vu,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ji"
The Food Lounge Restaurant,4.0,"Plot No 09, Patpar Ganj Road, Shivpuri, Delhi - 110051, Near Dominos","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-vu"
Spice Grill Flame,3.1,"Shop No-73, Ground Floor, Vikas Marg, Laxmi Nagar, Delhi - 110092, Near Metro Pillar Number 50","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-nm,mobilesv icon-lk,mobilesv icon-vu,mobilesv icon-ts,mobilesv icon-ji,mobilesv icon-acb,mobilesv icon-nm,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-wx"
Food Plus,4.0,"WA-141, Krishna Mandir Road, Shakarpur, Delhi - 110092, Near Krishna Mandir","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-rq,mobilesv icon-acb,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-po,mobilesv icon-rq"
Petu Ram,4.3,"Plot No-400, Main Road Bawana, Pooth Khurd, Delhi - 110039, Near G R International School","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-lk,mobilesv icon-lk,mobilesv icon-po,mobilesv icon-acb,mobilesv icon-po,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-vu,mobilesv icon-po,mobilesv icon-acb"
Madras Cafe,3.9,"C-30, Shop Number-6, Madhu Vihar-patparganj, Delhi - 110092, Near Nirvana Society","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-nm,mobilesv icon-yz,mobilesv icon-po,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-nm,mobilesv icon-lk,mobilesv icon-acb,mobilesv icon-nm"
Delhi 6,3.9,"WZ-54-A/3, Budhela Village-Vikaspuri, Delhi - 110018, Near Central Market","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-nm,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-lk"
Chaska Food Corner,4.0,"11820, Panchshell Park, Main Road, Delhi - 110053, Shahdara","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ts,mobilesv icon-lk,mobilesv icon-yz,mobilesv icon-po,mobilesv icon-yz"
Friends Restaurant,3.7,"27A, Rajender Nagar Market, Old Rajender Nagar, Delhi - 110060, Near Main Market, Opposite Syndicate Bank","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-vu,mobilesv icon-acb,mobilesv icon-ts,mobilesv icon-ts,mobilesv icon-vu"
Break Time,3.7,"3B-4,BP, Main Road, Faridabad NIT, Faridabad - 121001, Near Dav College","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ji,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-nm,mobilesv icon-rq,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-acb"
Kuteer Restaurant,3.6,"Khasra Number 303/2, Delhi Road, Bawana, Delhi - 110039, Main Bus Stand","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-vu,mobilesv icon-yz,mobilesv icon-vu,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-po,mobilesv icon-lk,mobilesv icon-rq,mobilesv icon-yz"
Shri Hari Sharnam Restauran..,4.1,"1490-91, Kashmere Gate, Delhi - 110006, Near Ritz Cinema","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-lk,mobilesv icon-po,mobilesv icon-nm,mobilesv icon-rq,mobilesv icon-ji,mobilesv icon-vu"
Sanskriti Foods,3.8,"Shop Number 2, Noida Sector 51, Noida - 201307, Near Hoshiyarpur Red Light, Main Market, Near City Pride","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-po,mobilesv icon-lk,mobilesv icon-rq,mobilesv icon-yz,mobilesv icon-ji"
Sagar Ratna,3.7,"Hall Number-5, Tower-E, Crossing Republik, Ghaziabad - 201016, Near Bank Of Baroda, Gaur Global Village","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-po,mobilesv icon-rq,mobilesv icon-rq,mobilesv icon-acb"
Royal Restaurant,4.0,"Shop Number-81, Connaught Place, Delhi - 110001, Municipal Market","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-vu,mobilesv icon-vu,mobilesv icon-lk"
Kerala Dosa House,3.5,"Shop Number 2350, 7/8 Dividing Road, Faridabad Sector 7a, Faridabad - 121006, Near Vodafone Mini Store","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ji,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-nm,mobilesv icon-ji"
Manwhar,3.9,"Shop Number-5, GT Road, Kamla Nagar, Delhi - 110007, Roop Nagar","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-lk,mobilesv icon-ts,mobilesv icon-lk,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-rq"
Shree Banke Foods,4.0,"9/24, Shivpuri, Shivpuri-Chandar Nagar, Delhi - 110051, Near Labour Chowk","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-vu,mobilesv icon-po,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-ts"
Suganya Restaurant,3.9,"BA/38a, BA Block, Main Road, Janakpuri, Delhi - 110058, Near Chhoti Sabzi Mandi","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-po,mobilesv icon-acb,mobilesv icon-ts,mobilesv icon-vu,mobilesv icon-po"
Mr Singhs Tandoori Hut,4.0,"5d/110, Faridabad NIT, Faridabad - 121001, Opposite Bijli Ghar","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ji,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-wx,mobilesv icon-po,mobilesv icon-po,mobilesv icon-acb,mobilesv icon-acb"
The Masala Trail (Ansal Pla..,3.9,"B Block, 104,First Floor, Ansal Plaza Mall, Anshal Plaza Moll, Khel Gaon, Delhi - 110049, Nr-HUdko Place","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-ji,mobilesv icon-acb,mobilesv icon-ji,mobilesv icon-vu,mobilesv icon-nm,mobilesv icon-yz,mobilesv icon-nm"
Chaudhary Restaurant,3.8,"Shop No - 24, Faridabad Sector 15, Faridabad - 121007, Near Police Post","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ji,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-lk,mobilesv icon-acb,mobilesv icon-wx,mobilesv icon-ji,mobilesv icon-rq"
Tiffynn,4.1,"Shop No.1, DDA Market, Vasundhara Enclave, Delhi - 110096, Nr.agrsaen College","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-vu,mobilesv icon-yz,mobilesv icon-rq,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-ts,mobilesv icon-vu"
Radha Ki Rasoi,3.3,"Rzn-D-184, Paschim Enclave, Delhi - 110087, Near Peera Garhi Metro Station,Opposite Maiden Crown Banquet Hall","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-rq,mobilesv icon-vu,mobilesv icon-yz,mobilesv icon-ts,mobilesv icon-vu,mobilesv icon-vu,mobilesv icon-lk,mobilesv icon-ts"
Shudh Restaurant,3.7,"C-17,18 Basement, Vasundhara, Ghaziabad - 201012, Near Sector-15, State Bank Of India","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-po,mobilesv icon-nm,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-po,mobilesv icon-po"
Ghanshyam Veshno Hotel,3.8,"Shop No 76 A, Railway Station Road, Ghanta Ghar, Ghaziabad - 201001, Opposite Jain Mandir, Choti Bazariya","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-nm,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-vu,mobilesv icon-acb,mobilesv icon-nm,mobilesv icon-ji,mobilesv icon-acb,mobilesv icon-lk,mobilesv icon-rq"
Annapurna Pure Veg,4.0,"3/C/185, Faridabad Nit, Faridabad - 121001, Near Police Post Number 3","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-vu,mobilesv icon-lk,mobilesv icon-po,mobilesv icon-acb,mobilesv icon-acb"
Captain Food Factory,4.0,"1620-B/2, Thana Road, Telephone Exchange Street, Najafgarh, Delhi - 110043, Opposite Hdfc Bank","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-rq,mobilesv icon-lk,mobilesv icon-vu,mobilesv icon-rq,mobilesv icon-rq,mobilesv icon-rq"
Shree Ratans A Pure Veg Fin..,4.0,"U-59, Lampur Road, Narela, Delhi - 110040, Near Under Pass/ Railway Station & Bus Terminal","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-wx,mobilesv icon-lk,mobilesv icon-vu,mobilesv icon-acb,mobilesv icon-vu,mobilesv icon-acb"
Choudhary Dhaba,3.8,"Sector 132 Rohillapur, Noida Sector 132, Noida - 201304, Main Tomar Market, Near Step By Step School","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-nm,mobilesv icon-acb,mobilesv icon-po,mobilesv icon-rq,mobilesv icon-ts,mobilesv icon-po,mobilesv icon-ts,mobilesv icon-nm,mobilesv icon-vu,mobilesv icon-wx"
Choudhary Dhaba,3.8,"Shop No-1 & 2, Noida Sector 132, Noida - 201304, Opposite Step By Step School","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-lk,mobilesv icon-nm,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-po,mobilesv icon-lk,mobilesv icon-ts,mobilesv icon-po,mobilesv icon-nm,mobilesv icon-wx"
Balaji Restaurant,3.8,"Krishna Park, Devli Road, Sangam Vihar, Delhi - 110044","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-yz,mobilesv icon-lk,mobilesv icon-po,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-ji,mobilesv icon-po,mobilesv icon-wx"
Sankalp Restaurant,3.8,"P- 15, Connaught Place, Delhi - 110001, Near Central","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-yz,mobilesv icon-po,mobilesv icon-ts,mobilesv icon-ts,mobilesv icon-nm"
