Restaurant Name,Ratings,Address,Contact Number
Sagar Ratna,3.9,"A-6/7, Chaudhary Balbir Singh Marg, Paschim Vihar, Delhi - 110063, Near Jwala Heri Market","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-wx,mobilesv icon-yz,mobilesv icon-ts,mobilesv icon-vu,mobilesv icon-rq,mobilesv icon-ji,mobilesv icon-vu"
Jaiveer Naan & Chaap,3.9,"BG-8,Shop Number-8, Paschim Vihar, Delhi - 110063, Near Jalebi Chowk,DDA Market","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-ji,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-rq,mobilesv icon-ji,mobilesv icon-acb,mobilesv icon-ji"
Kali Ghata Mishthan Bhandar..,4.1,"Shop Number - F 146, Arya Samaj Road, Uttam Nagar, Delhi - 110059","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-yz,mobilesv icon-rq,mobilesv icon-acb,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-acb"
Apni Rasoi,3.9,"F-18, Hudson Lane, Vijay Nagar, Delhi - 110009, Opposite Ndpl Office","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-rq,mobilesv icon-vu,mobilesv icon-vu,mobilesv icon-acb,mobilesv icon-ts,mobilesv icon-ji,mobilesv icon-acb,mobilesv icon-acb"
Chitrakut Restaurant,4.1,"Shop No-30, AD Market, Shalimar Bagh, Delhi - 110088, Near MTNL Office","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-ts,mobilesv icon-lk,mobilesv icon-nm,mobilesv icon-po,mobilesv icon-lk,mobilesv icon-nm"
Southy,3.8,"Super Mart 2 , Kasera 505-506 , Sector 43 , Gurgaon, DLF Phase 4, Gurgaon - 122002","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-lk,mobilesv icon-ts,mobilesv icon-rq,mobilesv icon-ts,mobilesv icon-lk,mobilesv icon-ts,mobilesv icon-lk,mobilesv icon-lk,mobilesv icon-lk,mobilesv icon-ts"
Chaap Kitchen Restaurant,3.8,"Shop No. E-124, Lajpat Nagar 4, Delhi - 110024, Near Amar Colony, Near Tagore International School","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-po,mobilesv icon-yz,mobilesv icon-lk"
Zaika E Dilli,3.9,"C- 9/17, Main Road, Yamuna Vihar, Delhi - 110053, Opposite Pratibha School","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-nm,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-vu,mobilesv icon-ts,mobilesv icon-vu,mobilesv icon-po,mobilesv icon-acb,mobilesv icon-acb"
Wah Ji Wah Restaurant,4.0,"9 Community Centre, Shop No 1, Ashok Vihar 2, Delhi - 110052, Near Satya Wati College, Invitation Market","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-wx,mobilesv icon-lk,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-po,mobilesv icon-lk,mobilesv icon-po,mobilesv icon-acb,mobilesv icon-nm"
Udupi Krishna Restaurant Pv..,4.2,"Shop Number-69, Main Road, Navyug Market, Ghaziabad - 201011, Near SBI Bank & Ambedkar Park","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-vu,mobilesv icon-nm,mobilesv icon-po,mobilesv icon-lk,mobilesv icon-yz,mobilesv icon-vu"
Sagar Ratna (The Ashok Hote..,4.3,"C/O The Ashok Hotel, 50 B, Chanakya Puri, Delhi - 110021, ITDC, Diplomatic Enclave","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-po,mobilesv icon-lk,mobilesv icon-lk,mobilesv icon-lk,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-wx"
Prasadam,4.0,"G-57, Vikas Marg, Laxmi Nagar, Delhi - 110092, Near Metro Pillar Number-41 and Walia Nursing Home","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-wx,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-acb"
SWAD - Desh Videsh Ka,4.0,"Shop Number 43  Ground Floor  Chiranjivi Tower, Nehru Place, Delhi - 110019, Near Satyam Cinemas and Eros Hotel","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-nm,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-rq,mobilesv icon-po"
Haldirams,4.2,"3rd Floor, Shop Number- 309,310 Ambience Mall, Delhi Jaipur Highway, Gurgaon Sector 15 Part 2, Gurgaon - 122001, National Highway -8, Next to Toll Plaza","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-po,mobilesv icon-rq,mobilesv icon-acb,mobilesv icon-lk,mobilesv icon-nm,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-rq"
Bhimsains Bengali Sweet Hou..,4.1,"Shop Number 27 to 29, Bengali Market, Delhi - 110001","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-vu,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-lk,mobilesv icon-rq,mobilesv icon-rq"
Jai Vaishno Rasoi,4.2,"Shop Number- 6, Prashant Vihar, Delhi - 110085, Near Dda Market, B Block Market, Opposite Crpf School","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-lk,mobilesv icon-po,mobilesv icon-nm,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-vu"
Southy Restaurant,3.7,"Shop Number 65, Mall Road, Kingsway Camp, Delhi - 110009, Near GTB Nagar Metro Station Gate Number- 1, Kingsway Camp","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-rq,mobilesv icon-rq,mobilesv icon-ts,mobilesv icon-nm,mobilesv icon-po,mobilesv icon-po,mobilesv icon-po"
Ganeshwaram Restaurant,4.1,"SD 155 - 156, Noida Ho, Noida - 201301, Near SD Block , Sadarpur , Noida Sector 45","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-nm,mobilesv icon-yz,mobilesv icon-nm,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-ji,mobilesv icon-nm,mobilesv icon-rq"
Wah Ji Wah Restaurant,3.8,"K-3/4, Main Road, Saket, Delhi - 110017, Near Gyan Bharti School","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-ts"
Govardhan Vegeterian,4.0,"84, Shri Aurobindo Marg, Adchini-Sarvodaya Enclave, Delhi - 110017, Near IIT","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-po,mobilesv icon-rq,mobilesv icon-yz,mobilesv icon-vu,mobilesv icon-ji,mobilesv icon-po,mobilesv icon-yz"
The Masala Trail,3.8,"52, Janpath Road, Janpath, Delhi - 110001, Near Sarvana Bhawan","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-vu,mobilesv icon-rq,mobilesv icon-ji,mobilesv icon-vu,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-acb"
Neelgiri Restaurant,3.9,"P 19/20, First Floor, Mayur Vihar Phase 1, Delhi - 110091, Above Aggarwal Sweets, Pandav Nagar","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-rq,mobilesv icon-po,mobilesv icon-rq,mobilesv icon-ts,mobilesv icon-lk"
Dasaprakash Restaurant,4.2,"H No HA-106, Main Road, Noida Sector 104, Noida - 201304, Opposite Internationl Pathway School, Hajipur Village","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-po,mobilesv icon-ji,mobilesv icon-vu,mobilesv icon-ji,mobilesv icon-po,mobilesv icon-ji,mobilesv icon-vu,mobilesv icon-nm,mobilesv icon-yz"
Sagar Ratna,3.8,"Building Number-2  Odeon Plaza  3rd Floor, Dwarka Sector 6, Delhi - 110075, Near Dwarka Sector 11 Sport Complex","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-rq,mobilesv icon-vu,mobilesv icon-lk,mobilesv icon-acb,mobilesv icon-po,mobilesv icon-lk,mobilesv icon-vu"
Green Lounge Restaurant,4.0,"G 39 -  43, & Lg 1 & 2 , Aggarwal City Mall, Road Number 44, Rani Bagh, Delhi - 110034, Opposite M2k Cinema Hall","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-nm,mobilesv icon-vu,mobilesv icon-rq,mobilesv icon-ts,mobilesv icon-rq,mobilesv icon-lk,mobilesv icon-ji"
Gulab Rewri Gulab Wala,4.1,"Plot No 5, Main Road, Madhuban Chowk, Delhi - 110085, Near Metro Pillar Number 352","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-vu,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-po,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-acb,mobilesv icon-po"
New Punjabi Rasoi,3.7,"Shop No 2, Pckt -25, Rohini Sector 24, Delhi - 110085, Near Bala Ji Bagosha Mandeer","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-rq,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-vu,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-ji"
Apni Rasoi,3.9,"Shop Number 1, Ashok Vihar 3, Delhi - 110052, Opposite Croma Electronics Near Dominos Pizza  DDA Market  Pocket B","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-acb,mobilesv icon-ts,mobilesv icon-nm,mobilesv icon-nm,mobilesv icon-po,mobilesv icon-acb,mobilesv icon-rq"
Veg Always Family Restauran..,3.9,"Shop Number G-127 & 128, Neelkanth Plaza, Commercial Belt, Greater Noida, Noida - 201310, Near Axis Bank & Garhwal Paneer","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-rq,mobilesv icon-po,mobilesv icon-po,mobilesv icon-po"
Bikanervala,4.1,"Sco No-26 & 29, Old Delhi Road, Gurgaon Sector 12a, Gurgaon - 122001, Huda Market, Opposite Telephone Exchange","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-vu,mobilesv icon-ts,mobilesv icon-ts,mobilesv icon-ts,mobilesv icon-ts"
Priyanshi South Indian Fast..,4.1,"H-43, Vikas Marg, Laxmi Nagar, Delhi - 110092, Near Sbi Atm","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-po,mobilesv icon-lk,mobilesv icon-wx"
Himalaya Sagar,3.7,"A-1, Milap Nagar-uttam Nagar, Delhi - 110059, Near Station Uttam Nagar East","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-lk,mobilesv icon-rq,mobilesv icon-po,mobilesv icon-po,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-po"
Burma Burma,4.5,"Shop Number-6,Ground Floor,Building 8, Tower C, Dlf Cyber City, Gurgaon - 122002, Near CyberHub,Phase 3","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-vu,mobilesv icon-nm,mobilesv icon-wx,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji"
Apni Rasoi Restaurant,3.9,"Shop Number 7, Ground Floor, Mall Road, Kingsway Camp, Delhi - 110009, Oppsite Hakikat Nagar Mother Dairy, Near Gtb Nagar Metro Station Gate No 2","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-po,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-nm,mobilesv icon-nm,mobilesv icon-nm"
Nathu Sweet Restaurant,4.0,"G 63, Mansarover Shopping Complex, Noida Sector 18, Noida - 201301, Near Mcdonalds","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-wx,mobilesv icon-rq,mobilesv icon-ji,mobilesv icon-po,mobilesv icon-rq,mobilesv icon-ji"
Shree Rathnam Restaurant,4.2,"Kaushambi Metro Station, Ground Floor, Kaushambi, Ghaziabad - 201012","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-nm,mobilesv icon-nm,mobilesv icon-nm,mobilesv icon-nm,mobilesv icon-yz"
Hotel Saravana Bhavan,4.1,"Food Court, Select Citywalk Mall, Saket, Delhi - 110017","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-yz,mobilesv icon-vu,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-ji,mobilesv icon-wx,mobilesv icon-ji"
Annapurna Restaurant,3.7,"Shop No-1811, Chandrawal Road, Malka Ganj, Delhi - 110007, Opposite Sethi Bakery","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-lk,mobilesv icon-rq,mobilesv icon-nm,mobilesv icon-rq,mobilesv icon-ts,mobilesv icon-rq"
Naivedyam Restaurant,4.2,"G-11, Vipul Plaza, Golf Course Road, Suncity, Gurgaon - 122011, Sector 54","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-vu,mobilesv icon-vu,mobilesv icon-vu,mobilesv icon-wx,mobilesv icon-yz,mobilesv icon-rq"
Udupi Krishna Restaurant,4.2,"F-45, Kohlapur Road, Kamla Nagar, Delhi - 110007, Near Spark Mall","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-lk,mobilesv icon-ts,mobilesv icon-vu,mobilesv icon-wx,mobilesv icon-po,mobilesv icon-ts"
Apni Rasoi,2.9,"E -20/226, 2/3 Dividing Road, Rohini Sector 3, Delhi - 110085, Near Dawar Shoes & Travels","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-nm,mobilesv icon-acb,mobilesv icon-lk,mobilesv icon-vu,mobilesv icon-lk,mobilesv icon-ts,mobilesv icon-wx"
Bangla Sweets,4.0,"Shop Number A-2, Najafghar Road, Kirti Nagar, Delhi - 110015, Opposite Metro Pillar No-329","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-rq,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-po,mobilesv icon-rq,mobilesv icon-vu,mobilesv icon-vu"
Apni Rasoi,4.0,"Shop No- A2., Main Road., Ganesh Nagar, Delhi - 110092, Near D Park.","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-nm,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-nm,mobilesv icon-ts,mobilesv icon-po,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-ts"
Karnataka Restaurant,4.2,"Sco-82-83, Palam Vihar Road, Service Road, Gurgaon Sector 22, Gurgaon - 122015, Upper Dominoz","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-ts,mobilesv icon-rq,mobilesv icon-ts,mobilesv icon-rq,mobilesv icon-yz"
Sagar Ratna,3.8,"5/5 A, Basement, Vasant Kunj, Delhi - 110070, Central Market, Masoodpur, Opposite Basant Squre Mall","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-po,mobilesv icon-lk,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-nm,mobilesv icon-acb,mobilesv icon-acb"
Swastik Restaurant,3.7,"Shop Number GS 70, Sewak Park, Dwarka More, Delhi - 110059, Near Dwarka More Metro Station","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-po,mobilesv icon-rq,mobilesv icon-lk,mobilesv icon-acb,mobilesv icon-nm,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-ji"
Sagar Ratna,3.9,"A-1, First Floor, Mayur Vihar Phase 1, Delhi - 110091, Near Sheetla Mata Mandir, Acharya Niketan, Pandav Nagar","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-rq,mobilesv icon-yz,mobilesv icon-rq,mobilesv icon-nm,mobilesv icon-po"
Anupam Sweet House31,4.1,"Ch. Hetram Complex , Pills Kothi, Sector 30-31 Dividing Road, Sector 31, Faridabad - 121003","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-yz,mobilesv icon-acb,mobilesv icon-nm,mobilesv icon-ji,mobilesv icon-po,mobilesv icon-acb,mobilesv icon-lk,mobilesv icon-yz"
Pakwan,4.1,"Plot Number 164/11, Old Railway Road, Shivpuri, Gurgaon - 122006, Near Raj Bakery","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-wx,mobilesv icon-ts,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-yz,mobilesv icon-vu,mobilesv icon-rq,mobilesv icon-yz"
Kadimi Foods Pvt Ltd,4.0,"Pocket-4, Second Floor, Plot Number-7, Above HDFC Bank, Dwarka Sector 11, Delhi - 110075, Near Kargil Chowk","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-acb,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-nm,mobilesv icon-acb,mobilesv icon-wx,mobilesv icon-acb,mobilesv icon-wx"
Grover Sweets,4.0,"Plot Number-1, Dwarka More, Delhi - 110059, Near Metro Pillar No - 781,  Diwan Estate, Bhagwati Garden","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-rq,mobilesv icon-vu,mobilesv icon-rq,mobilesv icon-lk,mobilesv icon-wx,mobilesv icon-nm,mobilesv icon-wx"
Ramesh Vaishno Dhaba,4.1,"House Number 11, Shivpuri-chandar Nagar, Delhi - 110051, Near Dominos Pizza","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-ji,mobilesv icon-lk,mobilesv icon-nm,mobilesv icon-vu,mobilesv icon-nm,mobilesv icon-nm,mobilesv icon-lk,mobilesv icon-lk,mobilesv icon-po,mobilesv icon-yz"
Veg Gulati,4.2,"Shop Number 8, Near By India Gate, Pandara Road, Delhi - 110003, Opposite Bikaner House, Near India Gate","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-wx,mobilesv icon-vu,mobilesv icon-vu,mobilesv icon-lk,mobilesv icon-lk,mobilesv icon-lk,mobilesv icon-vu,mobilesv icon-acb"
Sattvik Restaurant,4.1,"S- 05, Second Floor, Select City Walk Mall, Saket, Delhi - 110017, A3 District Centre","mobilesv icon-dc,mobilesv icon-fe,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-hg,mobilesv icon-ba,mobilesv icon-yz,mobilesv icon-yz,mobilesv icon-ba,mobilesv icon-ts,mobilesv icon-acb,mobilesv icon-rq,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-ji,mobilesv icon-yz,mobilesv icon-vu"
